GH_Repo_Name,Remote_URL,Branch_Checked_Out,Latest_Commit_SHA,Date_Most_Recent_Change,Absolute_Path,Other_Available_Branches,Unpushed_Commits,Uncommitted_Changes,Untracked_Files,Stashed_Changes,Local_Only_Branches,Last_Commit_Date,Number_of_Commits,Last_Push_Date,Is_Fork,Is_Nested_Repo,Duplicate_Indicator
"pab-harness","https://github.nwie.net/Nationwide/pab-harness.git","main","e0b4b52","2025-09-29T09:35:32-04:00","/c/devl/nw-codebase/pab-harness","N/A","0","YES","YES","NO","N/A","2025-09-29T09:35:32-04:00","1","2025-09-29T09:35:32-04:00","NO","NO","PENDING"
"actions-workshop","https://github-dev.nwie.net/NationwideTest/actions-workshop.git","main","163666b","2025-04-14T08:57:18-04:00","/c/devl/pipeline/gha/actions-workshop","N/A","0","NO","NO","NO","N/A","2025-04-14T08:57:18-04:00","129","2025-04-14T08:57:18-04:00","NO","NO","PENDING"
"appsec-action-tester","https://github.nwie.net/Nationwide/appsec-action-tester.git","main","7e5ea91","2024-07-09T13:27:47-04:00","/c/devl/pipeline/gha/appsec-action-tester","N/A","0","NO","NO","NO","N/A","2024-07-09T13:27:47-04:00","69","2024-07-09T13:27:47-04:00","NO","NO","PENDING"
"bene-ms","https://github.nwie.net/Nationwide/bene-ms.git","main","ae71aa8","2025-04-24T15:32:04+05:30","/c/devl/pipeline/gha/bene-ms","N/A","179","NO","NO","NO","N/A","2025-04-24T15:32:04+05:30","1505","2025-04-24T15:32:04+05:30","NO","NO","PENDING"
"chuv1-gha-playground","https://github.nwie.net/Nationwide/chuv1-gha-playground.git","main","5dcc95c","2025-05-02T14:42:30-04:00","/c/devl/pipeline/gha/chuv1-gha-playground","N/A","0","NO","NO","NO","N/A","2025-05-02T14:42:30-04:00","204","2025-05-02T14:42:30-04:00","NO","NO","PENDING"
"claims-actions","https://github.nwie.net/Nationwide/claims-actions.git","main","3549650","2025-03-24T11:00:09-04:00","/c/devl/pipeline/gha/claims-actions","N/A","0","NO","NO","NO","N/A","2025-03-24T11:00:09-04:00","317","2025-03-24T11:00:09-04:00","NO","NO","PENDING"
"common-actions","https://github.nwie.net/Nationwide/common-actions.git","main","b9c4c6a","2025-04-28T13:07:09-04:00","/c/devl/pipeline/gha/common-actions","N/A","0","YES","YES","NO","N/A","2025-04-28T13:07:09-04:00","9","2025-04-28T13:07:09-04:00","NO","NO","PENDING"
"create-release","https://github.nwie.net/nw-actions/create-release.git","main","c386661","2025-03-27T14:43:51-04:00","/c/devl/pipeline/gha/create-release","N/A","0","NO","NO","NO","N/A","2025-03-27T14:43:51-04:00","66","2025-03-27T14:43:51-04:00","NO","NO","PENDING"
"mattraks-delete-workflow-runs","https://github.nwie.net/ulrye2/mattraks-delete-workflow-runs.git","main","25f956f","2025-04-28T14:50:23-04:00","/c/devl/pipeline/gha/delete-workflow-runs","N/A","0","NO","NO","NO","N/A","2025-04-28T14:50:23-04:00","1","2025-04-28T14:50:23-04:00","NO","NO","PENDING"
"dmg-gha","https://github.nwie.net/Nationwide/dmg-gha.git","master","9ad918b","2025-04-09T15:24:39-04:00","/c/devl/pipeline/gha/dmg-gha","N/A","0","NO","NO","NO","N/A","2025-04-09T15:24:39-04:00","6","2025-04-09T15:24:39-04:00","NO","NO","PENDING"
"docker-library-ruby-automation","https://github.nwie.net/Nationwide/docker-library-ruby-automation.git","main","f18168c","2025-04-17T04:18:09-04:00","/c/devl/pipeline/gha/docker-library-ruby-automation","N/A","0","NO","NO","NO","N/A","2025-04-17T04:18:09-04:00","18","2025-04-17T04:18:09-04:00","NO","NO","PENDING"
"docs","https://github.com/github/docs.git","main","295cd4f126","2025-10-10T10:42:46-05:00","/c/devl/pipeline/gha/docs","N/A","0","NO","NO","NO","N/A","2025-10-10T10:42:46-05:00","56563","2025-10-10T10:42:46-05:00","NO","NO","PENDING"
"gha-experiments","https://github.nwie.net/Nationwide/gha-experiments.git","main","1efaf2b","2025-04-21T16:38:29-04:00","/c/devl/pipeline/gha/gha-experiments","N/A","0","NO","NO","NO","N/A","2025-04-21T16:38:29-04:00","686","2025-04-21T16:38:29-04:00","NO","NO","PENDING"
"gha-gradle","https://github.nwie.net/Nationwide/gha-gradle.git","main","fbd2688","2025-04-28T11:46:42-04:00","/c/devl/pipeline/gha/gha-gradle","N/A","0","NO","NO","NO","N/A","2025-04-28T11:46:42-04:00","25","2025-04-28T11:46:42-04:00","NO","NO","PENDING"
"gha-helm-chart","https://github.nwie.net/Nationwide/gha-helm-chart.git","main","3281ed8","2025-06-06T13:38:37-04:00","/c/devl/pipeline/gha/gha-helm-chart","N/A","0","NO","NO","NO","N/A","2025-06-06T13:38:37-04:00","25","2025-06-06T13:38:37-04:00","NO","NO","PENDING"
"gha-migration-automation","https://github.nwie.net/Nationwide/gha-migration-automation.git","main","8fec9e4","2025-05-30T08:17:57-04:00","/c/devl/pipeline/gha/gha-migration-automation","N/A","0","NO","NO","NO","N/A","2025-05-30T08:17:57-04:00","77","2025-05-30T08:17:57-04:00","NO","NO","PENDING"
"gha-utils","https://github.nwie.net/Nationwide/gha-utils.git","main","b763fa5","2024-06-10T11:12:46-04:00","/c/devl/pipeline/gha/gha-utils","N/A","0","NO","NO","NO","N/A","2024-06-10T11:12:46-04:00","2","2024-06-10T11:12:46-04:00","NO","NO","PENDING"
"github-actions-course-template","https://github.nwie.net/sytekr1/github-actions-course-template.git","master","359ae70","2020-06-08T19:11:03-07:00","/c/devl/pipeline/gha/github-actions-course-template","N/A","0","NO","NO","NO","N/A","2020-06-08T19:11:03-07:00","6","2020-06-08T19:11:03-07:00","NO","NO","PENDING"
"github-actions-docs","https://github.nwie.net/Nationwide/github-actions-docs.git","main","8077415","2025-04-21T12:09:07-04:00","/c/devl/pipeline/gha/github-actions-docs","N/A","0","NO","NO","NO","N/A","2025-04-21T12:09:07-04:00","13","2025-04-21T12:09:07-04:00","NO","NO","PENDING"
"github-actions-stale","https://github.com/asterisk/github-actions-stale.git","main","3f3b017","2023-12-14T23:52:37+09:00","/c/devl/pipeline/gha/github-actions-stale","N/A","0","NO","NO","NO","N/A","2023-12-14T23:52:37+09:00","465","2023-12-14T23:52:37+09:00","NO","NO","PENDING"
"github-org-repo-metrics-action","https://github.com/nicklegan/github-org-repo-metrics-action.git","main","77034c5","2025-10-17T12:23:45+02:00","/c/devl/pipeline/gha/github-org-repo-metrics-action","N/A","0","NO","NO","NO","N/A","2025-10-17T12:23:45+02:00","12","2025-10-17T12:23:45+02:00","NO","NO","PENDING"
"github-release-dashboard","https://github.com/yomogiu/github-release-dashboard.git","main","1834c4c","2025-03-03T10:18:56-05:00","/c/devl/pipeline/gha/github-release-dashboard","N/A","0","NO","NO","NO","N/A","2025-03-03T10:18:56-05:00","26","2025-03-03T10:18:56-05:00","NO","NO","PENDING"
"mcclab3-gha-playground","https://github.nwie.net/Nationwide/mcclab3-gha-playground.git","main","f91daaa","2025-05-09T13:10:52-04:00","/c/devl/pipeline/gha/mcclab3-gha-playground","N/A","0","NO","NO","NO","N/A","2025-05-09T13:10:52-04:00","136","2025-05-09T13:10:52-04:00","NO","NO","PENDING"
"Nwag-GitHub-Actions","https://github.nwie.net/Nationwide/Nwag-GitHub-Actions.git","main","421efcd","2025-04-22T08:32:08-05:00","/c/devl/pipeline/gha/Nwag-GitHub-Actions","N/A","0","NO","NO","NO","N/A","2025-04-22T08:32:08-05:00","136","2025-04-22T08:32:08-05:00","NO","NO","PENDING"
"TreyGhaPlayground","https://github.nwie.net/Nationwide/TreyGhaPlayground.git","main","c4b81e8","2025-05-19T13:49:37-05:00","/c/devl/pipeline/gha/TreyGhaPlayground","N/A","0","NO","NO","NO","N/A","2025-05-19T13:49:37-05:00","31","2025-05-19T13:49:37-05:00","NO","NO","PENDING"
"upload-artifact","https://github.com/actions/upload-artifact.git","main","330a01c","2025-10-24T14:15:34-04:00","/c/devl/pipeline/gha/upload-artifact","N/A","0","NO","NO","NO","N/A","2025-10-24T14:15:34-04:00","278","2025-10-24T14:15:34-04:00","NO","NO","PENDING"
"harness","https://github.com/thisrohangupta/harness.git","main","73b5e6a","2023-03-07T22:58:34-08:00","/c/devl/pipeline/harness/harness","N/A","0","YES","YES","NO","N/A","2023-03-07T22:58:34-08:00","32","2023-03-07T22:58:34-08:00","NO","NO","PENDING"
"WILDCATS","https://github.nwie.net/Nationwide/WILDCATS.git","master","f9f4922","2020-10-06T11:15:10-07:00","/c/devl/runbook/WILDCATS","N/A","0","NO","NO","NO","N/A","2020-10-06T11:15:10-07:00","1419","2020-10-06T11:15:10-07:00","NO","NO","PENDING"
"nf-test-and-learn","https://github.nwie.net/Nationwide/nf-test-and-learn.git","master","a8b8a85","2025-02-06T12:52:16-05:00","/c/devl/template-research/nf-test-and-learn","N/A","0","NO","NO","NO","N/A","2025-02-06T12:52:16-05:00","60","2025-02-06T12:52:16-05:00","NO","NO","PENDING"
"CI-Training.wiki","https://github.nwie.net/Nationwide/CI-Training.wiki.git","master","6078472","2025-11-14T08:58:30-05:00","/c/devl/wiki/CI-Training.wiki","N/A","0","NO","NO","NO","N/A","2025-11-14T08:58:30-05:00","68","2025-11-14T08:58:30-05:00","NO","NO","PENDING"
"claims-migrations.wiki","https://github.nwie.net/Nationwide/claims-migrations.wiki.git","master","dcb4f82","2025-12-01T14:09:02-05:00","/c/devl/wiki/claims-migrations.wiki","N/A","0","NO","NO","NO","N/A","2025-12-01T14:09:02-05:00","89","2025-12-01T14:09:02-05:00","NO","NO","PENDING"
"data_integration_framework.wiki","https://github.nwie.net/Nationwide/data_integration_framework.wiki.git","master","8f6ce24","2024-12-18T11:15:17-05:00","/c/devl/wiki/data_integration_framework.wiki","N/A","0","NO","NO","NO","N/A","2024-12-18T11:15:17-05:00","49","2024-12-18T11:15:17-05:00","NO","NO","PENDING"
"nationwide-dot-com.wiki","https://github.nwie.net/Nationwide/nationwide-dot-com.wiki.git","master","3d8ef2d","2025-10-13T15:32:21-04:00","/c/devl/wiki/nationwide-dot-com.wiki","N/A","0","YES","NO","NO","N/A","2025-10-13T15:32:21-04:00","1922","2025-10-13T15:32:21-04:00","NO","NO","PENDING"
"Partners-and-Beyond.wiki","https://github.com/Nationwide/Partners-and-Beyond.wiki.git","master","4f3a775","2026-02-08T13:51:54-05:00","/c/devl/wiki/pab-wiki-tag/Partners-and-Beyond.wiki","N/A","0","NO","NO","NO","N/A","2026-02-08T13:51:54-05:00","886","2026-02-08T13:51:54-05:00","NO","NO","PENDING"
"pab.wiki","https://github.nwie.net/Nationwide/pab.wiki.git","master","a7e4373","2026-02-02T11:00:18-05:00","/c/devl/wiki/pab.wiki","N/A","0","YES","NO","NO","N/A","2026-02-02T11:00:18-05:00","69","2026-02-02T11:00:18-05:00","NO","NO","PENDING"
"digital-multi-sales-ui.wiki","https://github.nwie.net/Nationwide/digital-multi-sales-ui.wiki.git","master","713268b","2025-08-20T19:51:29+05:30","/c/devl/wiki/team-wikis/digital-multi-sales-ui.wiki","N/A","0","NO","NO","NO","N/A","2025-08-20T19:51:29+05:30","64","2025-08-20T19:51:29+05:30","NO","NO","PENDING"
"data-lakehouse-golden-path.wiki","https://github.com/Nationwide/data-lakehouse-golden-path.wiki.git","master","9666841","2026-05-08T17:29:18-04:00","/c/devl/wikis/data-lakehouse-golden-path.wiki","N/A","0","NO","NO","NO","N/A","2026-05-08T17:29:18-04:00","265","2026-05-08T17:29:18-04:00","NO","NO","PENDING"
"gap","https://github.nwie.net/ulrye2/gap.git","main","7710eca","2025-08-27T02:23:57-04:00","/c/devl/wikis/gap","N/A","0","NO","NO","NO","N/A","2025-08-27T02:23:57-04:00","15","2025-08-27T02:23:57-04:00","NO","NO","PENDING"
"gap.wiki","https://github.nwie.net/ulrye2/gap.wiki.git","PAB-15017-gap-wiki-restored","46a51b2","2026-04-16T10:33:03-04:00","/c/devl/wikis/gap.wiki","  master","0","NO","NO","NO","  master","2026-04-16T10:33:03-04:00","70","2026-04-16T10:33:03-04:00","NO","NO","PENDING"
"pab","https://github.com/Nationwide/pab.git","main","a50e605","2026-01-23T12:59:11-05:00","/c/devl/wikis/pab","N/A","0","NO","NO","NO","N/A","2026-01-23T12:59:11-05:00","64","2026-01-23T12:59:11-05:00","NO","NO","PENDING"
"pab-team.wiki","https://github.com/Nationwide/pab-team.wiki.git","master","b775489","2026-05-02T17:17:39-04:00","/c/devl/wikis/pab-team.wiki","N/A","0","YES","YES","NO","N/A","2026-05-02T17:17:39-04:00","27","2026-05-02T17:17:39-04:00","NO","NO","PENDING"
"pab.wiki","https://github.com/Nationwide/pab.wiki.git","master","a7e4373","2026-02-02T11:00:18-05:00","/c/devl/wikis/pab.wiki","N/A","0","NO","NO","NO","N/A","2026-02-02T11:00:18-05:00","69","2026-02-02T11:00:18-05:00","NO","NO","PENDING"
"Partners-and-Beyond","https://github.com/Nationwide/Partners-and-Beyond.git","main","bd1e6c0","2026-04-24T15:27:33-04:00","/c/devl/wikis/Partners-and-Beyond","N/A","0","NO","NO","NO","N/A","2026-04-24T15:27:33-04:00","31","2026-04-24T15:27:33-04:00","NO","NO","PENDING"
"Partners-and-Beyond.wiki","https://github.com/Nationwide/Partners-and-Beyond.wiki.git","master","f523bc9","2026-06-09T01:26:53-04:00","/c/devl/wikis/Partners-and-Beyond.wiki","N/A","0","NO","NO","NO","N/A","2026-06-09T01:26:53-04:00","934","2026-06-09T01:26:53-04:00","NO","NO","PENDING"
"SRE.wiki","https://github.nwie.net/Nationwide/SRE.wiki.git","master","b4d532c","2025-08-04T08:46:10-05:00","/c/devl/wikis/SRE.wiki","N/A","0","NO","NO","NO","N/A","2025-08-04T08:46:10-05:00","1674","2025-08-04T08:46:10-05:00","NO","NO","PENDING"
